MV Number - Based on Word count (S - L),Main Cue,Story,Emotional Intensity,Emotion Aversion,Harm,Self Benefit,Other Benefit,Pre-meditated,Illegality,Social Norm Violation,Socialness,Frequency,Personal Familiarity,General Familiarity,Morally Appropriate,Norm Violation Component,Social Affect Component,Intention Component,Word Count,id,engine,Self Harm,Personal Frequency,Acted Differently,temperature,prompt_type,prompt,timestamp,experiment_id
69,Compassionate,"Every year around Thanksgiving and at Christmas too, I go to the downtown area. I help serve food to homeless people. I spend the day at the shelters and serve the food to people who come in.",7,7,7,7,7,7,7,7,7,1,7,7,7,,,,,69,babbage,7.0,7.0,7.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.28.11,4313.0
69,Compassionate,"Every year around Thanksgiving and at Christmas too, I go to the downtown area. I help serve food to homeless people. I spend the day at the shelters and serve the food to people who come in.",4,3,3,7,7,7,3,7,7,3,7,7,3,,,,,69,curie,3.0,3.0,3.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.29.15,378.0
69,Compassionate,"Every year around Thanksgiving and at Christmas too, I go to the downtown area. I help serve food to homeless people. I spend the day at the shelters and serve the food to people who come in.",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,69,ada,1.0,1.0,1.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.50.47,6167.0
69,Compassionate,"Every year around Thanksgiving and at Christmas too, I go to the downtown area. I help serve food to homeless people. I spend the day at the shelters and serve the food to people who come in.",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,69,babbage,1.0,1.0,7.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.53.21,2532.0
69,Compassionate,"Every year around Thanksgiving and at Christmas too, I go to the downtown area. I help serve food to homeless people. I spend the day at the shelters and serve the food to people who come in.",4,4,4,4,4,4,4,4,4,4,3,3,4,,,,,69,curie,1.0,4.0,4.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.54.24,6885.0
182,Honest,"A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager. ",2.53,2.20,1.47,3.03,5.27,2.70,1.43,1.53,3.97,2.57,1.80,2.50,6.50,-1.39,-1.80,-1.55,44,182,human,,,,,,,,
182,Honest,"A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager. ",1,1,1,7,1,1,1,1,7,1,1,1,1,,,,,182,ada,1.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.10.15,3183.0
182,Honest,"A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager. ",7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,182,babbage,7.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.11.09,2879.0
182,Honest,"A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager. ",4,3,3,7,7,4,3,7,4,3,3,4,5,,,,,182,curie,4.0,7.0,4.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.12.00,6892.0
182,Honest,"A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager. ",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,182,ada,1.0,1.0,1.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.25.07,5119.0
182,Honest,"A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager. ",7,7,7,7,7,7,7,7,7,1,7,7,7,,,,,182,babbage,7.0,7.0,7.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.28.11,4313.0
182,Honest,"A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager. ",5,3,3,7,7,7,3,7,7,3,7,7,5,,,,,182,curie,3.0,7.0,3.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.29.15,378.0
182,Honest,"A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager. ",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,182,ada,1.0,1.0,1.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.50.47,6167.0
182,Honest,"A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager. ",7,1,1,7,1,1,1,1,7,1,1,1,7,,,,,182,babbage,7.0,7.0,7.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.53.21,2532.0
182,Honest,"A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager. ",4,4,3,7,5,5,5,5,7,3,3,7,5,,,,,182,curie,3.0,7.0,5.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.54.24,6885.0
226,Virtuous,I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet. ,3.00,2.20,1.30,3.23,6.40,3.10,1.37,1.47,5.47,3.53,2.83,3.77,6.50,-1.81,-.92,-.78,48,226,human,,,,,,,,
226,Virtuous,I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet. ,1,1,1,7,1,1,1,1,7,1,1,1,1,,,,,226,ada,1.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.10.15,3183.0
226,Virtuous,I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet. ,7,7,3,7,7,7,7,7,7,7,3,7,7,,,,,226,babbage,7.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.11.09,2879.0
226,Virtuous,I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet. ,4,3,3,4,4,4,4,7,3,3,3,3,4,,,,,226,curie,3.0,7.0,4.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.12.00,6892.0
226,Virtuous,I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet. ,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,226,ada,1.0,1.0,1.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.25.07,5119.0
226,Virtuous,I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet. ,7,7,7,7,7,7,7,7,7,1,7,7,7,,,,,226,babbage,7.0,7.0,7.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.28.11,4313.0
226,Virtuous,I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet. ,5,3,3,7,7,7,3,3,7,3,2,7,3,,,,,226,curie,3.0,3.0,3.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.29.15,378.0
226,Virtuous,I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet. ,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,226,ada,1.0,1.0,1.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.50.47,6167.0
226,Virtuous,I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet. ,7,1,1,7,1,1,1,1,7,1,1,1,7,,,,,226,babbage,7.0,7.0,7.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.53.21,2532.0
226,Virtuous,I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet. ,4,4,4,7,5,4,5,4,7,5,7,7,5,,,,,226,curie,3.0,7.0,5.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.54.24,6885.0
196,Compassionate,"When I was living in Detroit I lived next to this wonderful, loving person. She was a single mother of two children, one of whom was severely ill. The whole neighborhood felt very compassionate to her and we helped her with little things around the house.",5.37,2.70,1.47,3.60,6.27,5.40,1.23,1.60,5.97,3.90,2.67,3.87,6.50,-2.04,.57,.81,46,196,human,,,,,,,,
196,Compassionate,"When I was living in Detroit I lived next to this wonderful, loving person. She was a single mother of two children, one of whom was severely ill. The whole neighborhood felt very compassionate to her and we helped her with little things around the house.",7,1,1,7,1,1,1,7,7,1,1,1,1,,,,,196,ada,1.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.10.15,3183.0
196,Compassionate,"When I was living in Detroit I lived next to this wonderful, loving person. She was a single mother of two children, one of whom was severely ill. The whole neighborhood felt very compassionate to her and we helped her with little things around the house.",7,7,3,7,7,7,7,7,7,7,7,7,7,,,,,196,babbage,7.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.11.09,2879.0
196,Compassionate,"When I was living in Detroit I lived next to this wonderful, loving person. She was a single mother of two children, one of whom was severely ill. The whole neighborhood felt very compassionate to her and we helped her with little things around the house.",4,3,3,7,4,3,3,7,4,3,3,3,5,,,,,196,curie,3.0,7.0,4.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.12.00,6892.0
196,Compassionate,"When I was living in Detroit I lived next to this wonderful, loving person. She was a single mother of two children, one of whom was severely ill. The whole neighborhood felt very compassionate to her and we helped her with little things around the house.",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,196,ada,1.0,1.0,1.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.25.07,5119.0
196,Compassionate,"When I was living in Detroit I lived next to this wonderful, loving person. She was a single mother of two children, one of whom was severely ill. The whole neighborhood felt very compassionate to her and we helped her with little things around the house.",7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,196,babbage,7.0,7.0,7.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.28.11,4313.0
196,Compassionate,"When I was living in Detroit I lived next to this wonderful, loving person. She was a single mother of two children, one of whom was severely ill. The whole neighborhood felt very compassionate to her and we helped her with little things around the house.",4,2,3,7,3,7,3,3,7,3,3,7,3,,,,,196,curie,3.0,3.0,3.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.29.15,378.0
196,Compassionate,"When I was living in Detroit I lived next to this wonderful, loving person. She was a single mother of two children, one of whom was severely ill. The whole neighborhood felt very compassionate to her and we helped her with little things around the house.",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,196,ada,1.0,1.0,1.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.50.47,6167.0
196,Compassionate,"When I was living in Detroit I lived next to this wonderful, loving person. She was a single mother of two children, one of whom was severely ill. The whole neighborhood felt very compassionate to her and we helped her with little things around the house.",1,1,1,7,1,1,1,1,7,1,1,1,7,,,,,196,babbage,7.0,7.0,7.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.53.21,2532.0
196,Compassionate,"When I was living in Detroit I lived next to this wonderful, loving person. She was a single mother of two children, one of whom was severely ill. The whole neighborhood felt very compassionate to her and we helped her with little things around the house.",4,4,4,7,4,4,4,4,7,4,7,7,4,,,,,196,curie,1.0,7.0,5.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.54.24,6885.0
236,Virtuous,A friend of mine decided to move to the city where I lived. My friend didn’t know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.,2.27,2.00,1.33,3.43,6.27,5.10,1.20,1.27,5.70,4.63,4.37,5.07,6.50,-1.99,-.88,.53,49,236,human,,,,,,,,
236,Virtuous,A friend of mine decided to move to the city where I lived. My friend didn’t know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.,7,1,1,7,7,1,7,7,7,1,1,1,1,,,,,236,ada,1.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.10.15,3183.0
236,Virtuous,A friend of mine decided to move to the city where I lived. My friend didn’t know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.,7,7,3,7,7,7,7,7,7,7,7,7,7,,,,,236,babbage,7.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.11.09,2879.0
236,Virtuous,A friend of mine decided to move to the city where I lived. My friend didn’t know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.,4,3,3,4,4,4,4,7,4,4,3,4,4,,,,,236,curie,4.0,7.0,4.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.12.00,6892.0
236,Virtuous,A friend of mine decided to move to the city where I lived. My friend didn’t know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,236,ada,1.0,1.0,1.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.25.07,5119.0
236,Virtuous,A friend of mine decided to move to the city where I lived. My friend didn’t know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,236,babbage,7.0,7.0,7.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.28.11,4313.0
236,Virtuous,A friend of mine decided to move to the city where I lived. My friend didn’t know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.,5,2,3,7,3,7,3,3,7,3,2,2,3,,,,,236,curie,3.0,3.0,3.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.29.15,378.0
236,Virtuous,A friend of mine decided to move to the city where I lived. My friend didn’t know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,236,ada,1.0,1.0,1.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.50.47,6167.0
236,Virtuous,A friend of mine decided to move to the city where I lived. My friend didn’t know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.,1,1,1,7,1,1,1,1,7,1,1,1,7,,,,,236,babbage,7.0,7.0,7.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.53.21,2532.0
236,Virtuous,A friend of mine decided to move to the city where I lived. My friend didn’t know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.,4,3,3,7,4,5,4,4,7,3,7,7,4,,,,,236,curie,1.0,7.0,5.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.54.24,6885.0
299,Compassionate,"Just a few weeks ago, I was going to the grocery store. I saw an elderly dog lying on its side and asked a clerk how long it had been lying there. It had been lying there all day so I got it some water and called a shelter to come and pick up the dog. ",4.93,2.93,1.77,3.33,4.53,3.50,1.27,1.80,3.13,3.20,2.20,3.50,6.53,-1.23,-1.00,-1.24,56,299,human,,,,,,,,
299,Compassionate,"Just a few weeks ago, I was going to the grocery store. I saw an elderly dog lying on its side and asked a clerk how long it had been lying there. It had been lying there all day so I got it some water and called a shelter to come and pick up the dog. ",1,1,1,7,1,1,1,1,7,1,1,1,1,,,,,299,ada,1.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.10.15,3183.0
299,Compassionate,"Just a few weeks ago, I was going to the grocery store. I saw an elderly dog lying on its side and asked a clerk how long it had been lying there. It had been lying there all day so I got it some water and called a shelter to come and pick up the dog. ",7,7,3,7,7,7,7,7,7,3,3,3,7,,,,,299,babbage,7.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.11.09,2879.0
299,Compassionate,"Just a few weeks ago, I was going to the grocery store. I saw an elderly dog lying on its side and asked a clerk how long it had been lying there. It had been lying there all day so I got it some water and called a shelter to come and pick up the dog. ",4,3,3,7,7,4,3,7,4,3,3,3,4,,,,,299,curie,3.0,7.0,4.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.12.00,6892.0
299,Compassionate,"Just a few weeks ago, I was going to the grocery store. I saw an elderly dog lying on its side and asked a clerk how long it had been lying there. It had been lying there all day so I got it some water and called a shelter to come and pick up the dog. ",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,299,ada,1.0,1.0,1.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.25.07,5119.0
299,Compassionate,"Just a few weeks ago, I was going to the grocery store. I saw an elderly dog lying on its side and asked a clerk how long it had been lying there. It had been lying there all day so I got it some water and called a shelter to come and pick up the dog. ",7,7,7,7,7,7,7,1,7,1,7,1,7,,,,,299,babbage,7.0,1.0,7.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.28.11,4313.0
299,Compassionate,"Just a few weeks ago, I was going to the grocery store. I saw an elderly dog lying on its side and asked a clerk how long it had been lying there. It had been lying there all day so I got it some water and called a shelter to come and pick up the dog. ",5,3,3,7,7,7,3,3,7,3,7,7,3,,,,,299,curie,3.0,7.0,3.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.29.15,378.0
